       TOINTGOR    1.0e+00       102     3  7.668390604059367e-07  goldstein  goldstein 1.4050006866e-03   0
       TOINTGOR    1.0e-01       214     2  5.315223420347283e-07  goldstein  goldstein 2.0499229431e-03   0
       TOINTGOR    1.0e-02       358     2  7.743197574332427e-11  goldstein  goldstein 3.4611225128e-03   0
       TOINTGOR    1.0e-03       513     1  2.582577848942696e-07  goldstein  goldstein 4.6789646149e-03   0
       TOINTGOR    1.0e-04       677     1  2.487928870053183e-09  goldstein  goldstein 8.0220699310e-03   0
       TOINTGOR    1.0e+00       102     3  7.668390604059367e-07  goldstein      wolfe 1.3539791107e-03   0
       TOINTGOR    1.0e-01       214     2  5.315223420347283e-07  goldstein      wolfe 2.0840167999e-03   0
       TOINTGOR    1.0e-02       358     2  7.743197574332427e-11  goldstein      wolfe 3.2410621643e-03   0
       TOINTGOR    1.0e-03       513     1  2.582577848942696e-07  goldstein      wolfe 9.0429782867e-03   0
       TOINTGOR    1.0e-04       677     1  2.487928870053183e-09  goldstein      wolfe 7.2789192200e-03   0
       TOINTGOR    1.0e+00        85     3  7.093966535536258e-07      wolfe     armijo 2.6090145111e-03   0
       TOINTGOR    1.0e-01       190     2  5.141422295008587e-07      wolfe     armijo 4.1401386261e-03   0
       TOINTGOR    1.0e-02       340     2  8.622111991404411e-11      wolfe     armijo 6.7059993744e-03   0
       TOINTGOR    1.0e-03       513     1  2.316205018028733e-07      wolfe     armijo 9.1710090637e-03   0
       TOINTGOR    1.0e-04       680     1  2.537616203599235e-09      wolfe     armijo 1.3082027435e-02   0
       TOINTGOR    1.0e+00        85     3  7.093966535536258e-07      wolfe  goldstein 2.7639865875e-03   0
       TOINTGOR    1.0e-01       190     2  5.141422295008587e-07      wolfe  goldstein 3.4041404724e-03   0
       TOINTGOR    1.0e-02       340     2  8.622111991404411e-11      wolfe  goldstein 5.6719779968e-03   0
       TOINTGOR    1.0e-03       513     1  2.316205018028733e-07      wolfe  goldstein 8.6138248444e-03   0
       TOINTGOR    1.0e-04       680     1  2.537616203599235e-09      wolfe  goldstein 1.1981964111e-02   0
       TOINTGOR    1.0e+00        85     3  7.093966535536258e-07      wolfe      wolfe 2.3519992828e-03   0
       TOINTGOR    1.0e-01       190     2  5.141422295008587e-07      wolfe      wolfe 3.3941268921e-03   0
       TOINTGOR    1.0e-02       340     2  8.622111991404411e-11      wolfe      wolfe 6.8330764771e-03   0
       TOINTGOR    1.0e-03       513     1  2.316205018028733e-07      wolfe      wolfe 1.2376070023e-02   0
       TOINTGOR    1.0e-04       680     1  2.537616203599235e-09      wolfe      wolfe 2.5600910187e-02   0
       CHNRSNBM    1.0e+00      3100     8  3.465920701396572e-10     armijo     armijo 4.4684171677e-02   0
       CHNRSNBM    1.0e-01      4464     4  8.459736886290873e-11     armijo     armijo 6.4654827118e-02   0
       CHNRSNBM    1.0e-02      6632     3  6.949810030035477e-13     armijo     armijo 9.3431949615e-02   0
       CHNRSNBM    1.0e-03      8973     2  4.413601788481329e-11     armijo     armijo 1.3044881821e-01   0
       CHNRSNBM    1.0e-04     11322     2  5.000559918189441e-14     armijo     armijo 1.4747714996e-01   0
       CHNRSNBM    1.0e+00      3105     8  2.693976077459397e-10     armijo  goldstein 3.9457082748e-02   0
       CHNRSNBM    1.0e-01      4464     4  8.459736886290873e-11     armijo  goldstein 5.7224988937e-02   0
       CHNRSNBM    1.0e-02      6632     3  6.949810030035477e-13     armijo  goldstein 9.2083930969e-02   0
       CHNRSNBM    1.0e-03      8973     2  4.413601788481329e-11     armijo  goldstein 1.2057018280e-01   0
       CHNRSNBM    1.0e-04     11322     2  5.000559918189441e-14     armijo  goldstein 1.5927290916e-01   0
       CHNRSNBM    1.0e+00      3103     9  1.425781244387699e-07     armijo      wolfe 4.2549848557e-02   0
       CHNRSNBM    1.0e-01      4464     4  8.459736886290873e-11     armijo      wolfe 8.1479072571e-02   0
       CHNRSNBM    1.0e-02      6632     3  6.949810030035477e-13     armijo      wolfe 8.8910102844e-02   0
       CHNRSNBM    1.0e-03      8973     2  4.413601788481329e-11     armijo      wolfe 1.2868213654e-01   0
       CHNRSNBM    1.0e-04     11322     2  5.000559918189441e-14     armijo      wolfe 1.5242981911e-01   0
       CHNRSNBM    1.0e+00      2640     8  7.286434369131557e-08  goldstein     armijo 2.3275852203e-02   0
       CHNRSNBM    1.0e-01      3760     4  2.355259559143083e-10  goldstein     armijo 3.8169145584e-02   0
       CHNRSNBM    1.0e-02      5569     3  5.900800349522482e-12  goldstein     armijo 6.0501098633e-02   0
       CHNRSNBM    1.0e-03      7464     2  7.208856686748804e-11  goldstein     armijo 8.3681106567e-02   0
       CHNRSNBM    1.0e-04      9372     2  5.667806976414869e-14  goldstein     armijo 8.5619211197e-02   0
       CHNRSNBM    1.0e+00      2640     9  1.356230465316845e-12  goldstein  goldstein 2.2190093994e-02   0
       CHNRSNBM    1.0e-01      3760     4  2.355259559143083e-10  goldstein  goldstein 3.3905982971e-02   0
       CHNRSNBM    1.0e-02      5569     3  5.900800349522482e-12  goldstein  goldstein 5.4874897003e-02   0
       CHNRSNBM    1.0e-03      7464     2  7.208856686748804e-11  goldstein  goldstein 7.5171947479e-02   0
       CHNRSNBM    1.0e-04      9372     2  5.667806976414869e-14  goldstein  goldstein 9.1286897659e-02   0
       CHNRSNBM    1.0e+00      2642    10  1.400863976141256e-12  goldstein      wolfe 2.4271965027e-02   0
       CHNRSNBM    1.0e-01      3760     4  2.355259559143083e-10  goldstein      wolfe 3.8836002350e-02   0
       CHNRSNBM    1.0e-02      5569     3  5.900800349522482e-12  goldstein      wolfe 5.4822921753e-02   0
       CHNRSNBM    1.0e-03      7464     2  7.208856686748804e-11  goldstein      wolfe 7.2503089905e-02   0
       CHNRSNBM    1.0e-04      9372     2  5.667806976414869e-14  goldstein      wolfe 1.1659502983e-01   0
       CHNRSNBM    1.0e+00      1889     7  7.565215763918081e-07      wolfe     armijo 3.8657903671e-02   0
       CHNRSNBM    1.0e-01      2644     4  6.766133632091265e-10      wolfe     armijo 6.0660123825e-02   0
       CHNRSNBM    1.0e-02      3896     3  8.807707837677062e-12      wolfe     armijo 8.5103988647e-02   0
       CHNRSNBM    1.0e-03      5242     2  8.337297389915177e-11      wolfe     armijo 1.4193201065e-01   0
       CHNRSNBM    1.0e-04      6600     2  6.019090867468411e-14      wolfe     armijo 1.5571498871e-01   0
       CHNRSNBM    1.0e+00      1888     8  1.003252849244362e-08      wolfe  goldstein 4.2886972427e-02   0
       CHNRSNBM    1.0e-01      2644     4  6.766133632091265e-10      wolfe  goldstein 6.7441225052e-02   0
       CHNRSNBM    1.0e-02      3896     3  8.807707837677062e-12      wolfe  goldstein 8.3825826645e-02   0
       CHNRSNBM    1.0e-03      5242     2  8.337297389915177e-11      wolfe  goldstein 1.2222504616e-01   0
       CHNRSNBM    1.0e-04      6600     2  6.019090867468411e-14      wolfe  goldstein 1.4535379410e-01   0
       CHNRSNBM    1.0e+00      1892    11  1.852773176672155e-09      wolfe      wolfe 4.1798830032e-02   0
       CHNRSNBM    1.0e-01      2644     4  6.766133632091265e-10      wolfe      wolfe 6.0176849365e-02   0
       CHNRSNBM    1.0e-02      3896     3  8.807707837677062e-12      wolfe      wolfe 9.3997955322e-02   0
       CHNRSNBM    1.0e-03      5242     2  8.337297389915177e-11      wolfe      wolfe 1.3149499893e-01   0
       CHNRSNBM    1.0e-04      6600     2  6.019090867468411e-14      wolfe      wolfe 1.4941906929e-01   0
       ERRINRSM    1.0e+00       340    40  2.513489883928200e-09     armijo     armijo 6.7169666290e-03   0
       ERRINRSM    1.0e-01      3661    37  7.862863122751420e-07     armijo     armijo 4.9914121628e-02   0
       ERRINRSM    1.0e-02     50001     0  7.638543706520443e-02     armijo     armijo             Inf   1
       ERRINRSM    1.0e-03     50001     0  7.638543706520443e-02     armijo     armijo             Inf   1
       ERRINRSM    1.0e-04     50001     0  7.638543706520443e-02     armijo     armijo             Inf   1
       ERRINRSM    1.0e+00       589    41  8.751024557646392e-09     armijo  goldstein 1.3859987259e-02   0
       ERRINRSM    1.0e-01      3473    38  8.619212552520412e-07     armijo  goldstein 5.0694942474e-02   0
       ERRINRSM    1.0e-02     50001     0  7.638543706520443e-02     armijo  goldstein             Inf   1
       ERRINRSM    1.0e-03     50001     0  7.638543706520443e-02     armijo  goldstein             Inf   1
       ERRINRSM    1.0e-04     50001     0  7.638543706520443e-02     armijo  goldstein             Inf   1
       ERRINRSM    1.0e+00       423    54  1.221996605155208e-09     armijo      wolfe 9.4699859619e-03   0
       ERRINRSM    1.0e-01      3938    55  1.208495296580373e-07     armijo      wolfe 6.2792062759e-02   0
       ERRINRSM    1.0e-02     50001     0  7.638543706520443e-02     armijo      wolfe             Inf   1
       ERRINRSM    1.0e-03     50001     0  7.638543706520443e-02     armijo      wolfe             Inf   1
       ERRINRSM    1.0e-04     50001     0  7.638543706520443e-02     armijo      wolfe             Inf   1
       ERRINRSM    1.0e+00       166    41  1.979981834909085e-09  goldstein     armijo 3.4821033478e-03   0
       ERRINRSM    1.0e-01      1297    38  2.291288663620581e-09  goldstein     armijo 1.9164085388e-02   0
       ERRINRSM    1.0e-02     50001     0  3.982788452288748e-02  goldstein     armijo             Inf   1
       ERRINRSM    1.0e-03     50001     0  3.982788452288748e-02  goldstein     armijo             Inf   1
       ERRINRSM    1.0e-04     50001     0  3.982788452288748e-02  goldstein     armijo             Inf   1
       ERRINRSM    1.0e+00       172    43  3.460310551016505e-10  goldstein  goldstein 4.0099620819e-03   0
       ERRINRSM    1.0e-01      1278    38  5.233647038554772e-07  goldstein  goldstein 1.5086889267e-02   0
       ERRINRSM    1.0e-02     50001     0  3.982788452288748e-02  goldstein  goldstein             Inf   1
       ERRINRSM    1.0e-03     50001     0  3.982788452288748e-02  goldstein  goldstein             Inf   1
       ERRINRSM    1.0e-04     50001     0  3.982788452288748e-02  goldstein  goldstein             Inf   1
       ERRINRSM    1.0e+00       189    54  1.148001572130631e-11  goldstein      wolfe 1.0674953461e-02   0
       ERRINRSM    1.0e-01      1324    56  4.288121321599544e-09  goldstein      wolfe 1.5435218811e-02   0
       ERRINRSM    1.0e-02     50001     0  3.982788452288748e-02  goldstein      wolfe             Inf   1
       ERRINRSM    1.0e-03     50001     0  3.982788452288748e-02  goldstein      wolfe             Inf   1
       ERRINRSM    1.0e-04     50001     0  3.982788452288748e-02  goldstein      wolfe             Inf   1
       ERRINRSM    1.0e+00       163    39  1.824918606667374e-08      wolfe     armijo 5.7761669159e-03   0
       ERRINRSM    1.0e-01      1210    38  1.143827055878939e-11      wolfe     armijo 2.9448986053e-02   0
       ERRINRSM    1.0e-02     50001     0  1.431286434395494e-01      wolfe     armijo             Inf   1
       ERRINRSM    1.0e-03     50001     0  1.431286434395494e-01      wolfe     armijo             Inf   1
       ERRINRSM    1.0e-04     50001     0  1.431286434395494e-01      wolfe     armijo             Inf   1
       ERRINRSM    1.0e+00       176    42  8.462529432437583e-08      wolfe  goldstein 8.4979534149e-03   0
       ERRINRSM    1.0e-01      1192    38  2.634562198462790e-07      wolfe  goldstein 3.9216041565e-02   0
       ERRINRSM    1.0e-02     50001     0  1.431286434395494e-01      wolfe  goldstein             Inf   1
       ERRINRSM    1.0e-03     50001     0  1.431286434395494e-01      wolfe  goldstein             Inf   1
       ERRINRSM    1.0e-04     50001     0  1.431286434395494e-01      wolfe  goldstein             Inf   1
       ERRINRSM    1.0e+00       199    59  6.391474832307366e-09      wolfe      wolfe 1.2078046799e-02   0
       ERRINRSM    1.0e-01      1221    56  1.008458078604798e-09      wolfe      wolfe 3.3072948456e-02   0
       ERRINRSM    1.0e-02     50001     0  1.431286434395494e-01      wolfe      wolfe             Inf   1
       ERRINRSM    1.0e-03     50001     0  1.431286434395494e-01      wolfe      wolfe             Inf   1
       ERRINRSM    1.0e-04     50001     0  1.431286434395494e-01      wolfe      wolfe             Inf   1
       ERRINROS    1.0e+00       164    20  4.287835011546381e-12     armijo     armijo 2.9261112213e-03   0
       ERRINROS    1.0e-01      4055    17  3.199545548350642e-07     armijo     armijo 5.1617860794e-02   0
       ERRINROS    1.0e-02     50001     0  6.168506582439775e-02     armijo     armijo             Inf   1
       ERRINROS    1.0e-03     50001     0  6.168506582439775e-02     armijo     armijo             Inf   1
       ERRINROS    1.0e-04     50001     0  6.168506582439775e-02     armijo     armijo             Inf   1
       ERRINROS    1.0e+00       246    22  9.394482410541461e-13     armijo  goldstein 4.3439865112e-03   0
       ERRINROS    1.0e-01      4153    18  1.721434578602843e-08     armijo  goldstein 5.6777000427e-02   0
       ERRINROS    1.0e-02     50001     0  6.168506582439775e-02     armijo  goldstein             Inf   1
       ERRINROS    1.0e-03     50001     0  6.168506582439775e-02     armijo  goldstein             Inf   1
       ERRINROS    1.0e-04     50001     0  6.168506582439775e-02     armijo  goldstein             Inf   1
       ERRINROS    1.0e+00       222    27  2.775697467509708e-12     armijo      wolfe 5.8939456940e-03   0
       ERRINROS    1.0e-01      4470    22  1.473993460755613e-08     armijo      wolfe 6.3844919205e-02   0
       ERRINROS    1.0e-02     50001     0  6.168506582439775e-02     armijo      wolfe             Inf   1
       ERRINROS    1.0e-03     50001     0  6.168506582439775e-02     armijo      wolfe             Inf   1
       ERRINROS    1.0e-04     50001     0  6.168506582439775e-02     armijo      wolfe             Inf   1
       ERRINROS    1.0e+00       107    22  1.223429215192422e-08  goldstein     armijo 2.2058486938e-03   0
       ERRINROS    1.0e-01      2418    18  3.481069278228001e-09  goldstein     armijo 2.4616956711e-02   0
       ERRINROS    1.0e-02     50001     0  4.196478770823672e-02  goldstein     armijo             Inf   1
       ERRINROS    1.0e-03     50001     0  4.196478770823672e-02  goldstein     armijo             Inf   1
       ERRINROS    1.0e-04     50001     0  4.196478770823672e-02  goldstein     armijo             Inf   1
       ERRINROS    1.0e+00       104    24  3.697388093721107e-12  goldstein  goldstein 2.2380352020e-03   0
       ERRINROS    1.0e-01      2424    20  2.870713636725055e-11  goldstein  goldstein 2.6528835297e-02   0
       ERRINROS    1.0e-02     50001     0  4.196478770823672e-02  goldstein  goldstein             Inf   1
       ERRINROS    1.0e-03     50001     0  4.196478770823672e-02  goldstein  goldstein             Inf   1
       ERRINROS    1.0e-04     50001     0  4.196478770823672e-02  goldstein  goldstein             Inf   1
       ERRINROS    1.0e+00       111    31  1.854466019355401e-12  goldstein      wolfe 4.7209262848e-03   0
       ERRINROS    1.0e-01      2430    23  7.632564890482290e-11  goldstein      wolfe 2.9701948166e-02   0
       ERRINROS    1.0e-02     50001     0  4.196478770823672e-02  goldstein      wolfe             Inf   1
       ERRINROS    1.0e-03     50001     0  4.196478770823672e-02  goldstein      wolfe             Inf   1
       ERRINROS    1.0e-04     50001     0  4.196478770823672e-02  goldstein      wolfe             Inf   1
       ERRINROS    1.0e+00        89    22  1.384666970468662e-07      wolfe     armijo 2.8598308563e-03   0
       ERRINROS    1.0e-01      3187    18  3.072630757892764e-10      wolfe     armijo 6.8107843399e-02   0
       ERRINROS    1.0e-02     50001     0  4.446730680777133e-02      wolfe     armijo             Inf   1
       ERRINROS    1.0e-03     50001     0  4.446730680777133e-02      wolfe     armijo             Inf   1
       ERRINROS    1.0e-04     50001     0  4.446730680777133e-02      wolfe     armijo             Inf   1
       ERRINROS    1.0e+00        94    24  2.551329726099323e-13      wolfe  goldstein 3.2279491425e-03   0
       ERRINROS    1.0e-01      3188    19  6.372374426013368e-07      wolfe  goldstein 7.8075885773e-02   0
       ERRINROS    1.0e-02     50001     0  4.446730680777133e-02      wolfe  goldstein             Inf   1
       ERRINROS    1.0e-03     50001     0  4.446730680777133e-02      wolfe  goldstein             Inf   1
       ERRINROS    1.0e-04     50001     0  4.446730680777133e-02      wolfe  goldstein             Inf   1
       ERRINROS    1.0e+00        94    28  3.832982404023320e-07      wolfe      wolfe 3.5099983215e-03   0
       ERRINROS    1.0e-01      3196    23  3.063265025614370e-11      wolfe      wolfe 7.6337099075e-02   0
       ERRINROS    1.0e-02     50001     0  4.446730680777133e-02      wolfe      wolfe             Inf   1
       ERRINROS    1.0e-03     50001     0  4.446730680777133e-02      wolfe      wolfe             Inf   1
       ERRINROS    1.0e-04     50001     0  4.446730680777133e-02      wolfe      wolfe             Inf   1
       CHNROSNB    1.0e+00      2239     4  2.512296965286351e-07     armijo     armijo 3.4856081009e-02   0
       CHNROSNB    1.0e-01      3197     3  8.191071323738070e-07     armijo     armijo 5.1517963409e-02   0
       CHNROSNB    1.0e-02      6180     2  1.428162102655820e-07     armijo     armijo 8.4536075592e-02   0
       CHNROSNB    1.0e-03      9381     2  1.451091398881686e-11     armijo     armijo 1.3363480568e-01   0
       CHNROSNB    1.0e-04     12604     1  6.315962394831477e-07     armijo     armijo 1.6734910011e-01   0
       CHNROSNB    1.0e+00      2239     4  2.512296965286351e-07     armijo  goldstein 4.3769121170e-02   0
       CHNROSNB    1.0e-01      3197     3  8.191071323738070e-07     armijo  goldstein 4.2544841766e-02   0
       CHNROSNB    1.0e-02      6180     2  1.428162102655820e-07     armijo  goldstein 8.7553977966e-02   0
       CHNROSNB    1.0e-03      9381     2  1.451091398881686e-11     armijo  goldstein 1.2788295746e-01   0
       CHNROSNB    1.0e-04     12604     1  6.315962394831477e-07     armijo  goldstein 1.7578697205e-01   0
       CHNROSNB    1.0e+00      2239     4  2.512296965286351e-07     armijo      wolfe 3.9417028427e-02   0
       CHNROSNB    1.0e-01      3197     3  8.191071323738070e-07     armijo      wolfe 4.7205924988e-02   0
       CHNROSNB    1.0e-02      6180     2  1.428162102655820e-07     armijo      wolfe 9.0088129044e-02   0
       CHNROSNB    1.0e-03      9381     2  1.451091398881686e-11     armijo      wolfe 1.2928104401e-01   0
       CHNROSNB    1.0e-04     12604     1  6.315962394831477e-07     armijo      wolfe 1.8501996994e-01   0
       CHNROSNB    1.0e+00      1697     4  5.225771527723403e-07  goldstein     armijo 1.7712116241e-02   0
       CHNROSNB    1.0e-01      2343     4  1.311467419720078e-11  goldstein     armijo 2.0690917969e-02   0
       CHNROSNB    1.0e-02      4737     2  2.556008825257228e-07  goldstein     armijo 5.6180953979e-02   0
       CHNROSNB    1.0e-03      7321     2  2.542010170842344e-11  goldstein     armijo 6.9002151489e-02   0
       CHNROSNB    1.0e-04      9901     1  8.634907463801778e-07  goldstein     armijo 9.4926834106e-02   0
       CHNROSNB    1.0e+00      1697     4  5.225771527723403e-07  goldstein  goldstein 1.6733884811e-02   0
       CHNROSNB    1.0e-01      2343     4  1.311467419720078e-11  goldstein  goldstein 2.4899005890e-02   0
       CHNROSNB    1.0e-02      4737     2  2.556008825257228e-07  goldstein  goldstein 5.1172971725e-02   0
       CHNROSNB    1.0e-03      7321     2  2.542010170842344e-11  goldstein  goldstein 8.4336042404e-02   0
       CHNROSNB    1.0e-04      9901     1  8.634907463801778e-07  goldstein  goldstein 8.7481021881e-02   0
       CHNROSNB    1.0e+00      1697     4  5.225771527723403e-07  goldstein      wolfe 1.7241001129e-02   0
       CHNROSNB    1.0e-01      2343     4  1.311467419720078e-11  goldstein      wolfe 1.9504070282e-02   0
       CHNROSNB    1.0e-02      4737     2  2.556008825257228e-07  goldstein      wolfe 4.2537927628e-02   0
       CHNROSNB    1.0e-03      7321     2  2.542010170842344e-11  goldstein      wolfe 6.7149877548e-02   0
       CHNROSNB    1.0e-04      9901     1  8.634907463801778e-07  goldstein      wolfe 9.7397804260e-02   0
       CHNROSNB    1.0e+00      1759     4  4.976627594272926e-07      wolfe     armijo 3.5833835602e-02   0
       CHNROSNB    1.0e-01      2383     4  1.360058936066644e-11      wolfe     armijo 5.8079957962e-02   0
       CHNROSNB    1.0e-02      4733     2  2.652633520133826e-07      wolfe     armijo 1.0752916336e-01   0
       CHNROSNB    1.0e-03      7291     2  2.562572524599172e-11      wolfe     armijo 1.7210984230e-01   0
       CHNROSNB    1.0e-04      9817     1  8.958136696875120e-07      wolfe     armijo 2.3100113869e-01   0
       CHNROSNB    1.0e+00      1759     4  4.976627594272926e-07      wolfe  goldstein 3.8846969604e-02   0
       CHNROSNB    1.0e-01      2383     4  1.360058936066644e-11      wolfe  goldstein 5.8503150940e-02   0
       CHNROSNB    1.0e-02      4733     2  2.652633520133826e-07      wolfe  goldstein 1.1987686157e-01   0
       CHNROSNB    1.0e-03      7291     2  2.562572524599172e-11      wolfe  goldstein 1.8726420403e-01   0
       CHNROSNB    1.0e-04      9817     1  8.958136696875120e-07      wolfe  goldstein 2.1574687958e-01   0
       CHNROSNB    1.0e+00      1759     4  4.976627594272926e-07      wolfe      wolfe 3.9433002472e-02   0
       CHNROSNB    1.0e-01      2383     4  1.360058936066644e-11      wolfe      wolfe 5.2654981613e-02   0
       CHNROSNB    1.0e-02      4733     2  2.652633520133826e-07      wolfe      wolfe 1.0776996613e-01   0
       CHNROSNB    1.0e-03      7291     2  2.562572524599172e-11      wolfe      wolfe 1.7310309410e-01   0
       CHNROSNB    1.0e-04      9817     1  8.958136696875120e-07      wolfe      wolfe 2.3454785347e-01   0
       TOINTPSP    1.0e+00       142     2  6.622137160401573e-07     armijo     armijo 2.4540424347e-03   0
       TOINTPSP    1.0e-01       294     2  1.512280829510208e-11     armijo     armijo 3.0159950256e-03   0
       TOINTPSP    1.0e-02       375     1  2.768769560832581e-07     armijo     armijo 4.5840740204e-03   0
       TOINTPSP    1.0e-03       438     1  2.149976180998784e-09     armijo     armijo 6.3259601593e-03   0
       TOINTPSP    1.0e-04       501     1  1.610846164701899e-11     armijo     armijo 8.5189342499e-03   0
       TOINTPSP    1.0e+00       142     2  6.622137160401573e-07     armijo  goldstein 3.0069351196e-03   0
       TOINTPSP    1.0e-01       294     2  1.512280829510208e-11     armijo  goldstein 7.2810649872e-03   0
       TOINTPSP    1.0e-02       375     1  2.768769560832581e-07     armijo  goldstein 4.2338371277e-03   0
       TOINTPSP    1.0e-03       438     1  2.149976180998784e-09     armijo  goldstein 5.4039955139e-03   0
       TOINTPSP    1.0e-04       501     1  1.610846164701899e-11     armijo  goldstein 4.6999454498e-03   0
       TOINTPSP    1.0e+00       142     2  6.622137160401573e-07     armijo      wolfe 1.6119480133e-03   0
       TOINTPSP    1.0e-01       294     2  1.512280829510208e-11     armijo      wolfe 2.8059482574e-03   0
       TOINTPSP    1.0e-02       375     1  2.768769560832581e-07     armijo      wolfe 3.8740634918e-03   0
       TOINTPSP    1.0e-03       438     1  2.149976180998784e-09     armijo      wolfe 3.9551258087e-03   0
       TOINTPSP    1.0e-04       501     1  1.610846164701899e-11     armijo      wolfe 6.1960220337e-03   0
       TOINTPSP    1.0e+00        82     3  1.788400209612583e-10  goldstein     armijo 1.1639595032e-03   0
       TOINTPSP    1.0e-01       161     2  6.202058364530450e-09  goldstein     armijo 1.2829303741e-03   0
       TOINTPSP    1.0e-02       259     1  1.795217109831958e-07  goldstein     armijo 1.8949508667e-03   0
       TOINTPSP    1.0e-03       363     1  1.457372405389364e-08  goldstein     armijo 2.4669170380e-03   0
       TOINTPSP    1.0e-04       472     1  8.844511501102466e-11  goldstein     armijo 3.1669139862e-03   0
       TOINTPSP    1.0e+00        82     3  1.788400209612583e-10  goldstein  goldstein 1.5370845795e-03   0
       TOINTPSP    1.0e-01       161     2  6.202058364530450e-09  goldstein  goldstein 1.9681453705e-03   0
       TOINTPSP    1.0e-02       259     1  1.795217109831958e-07  goldstein  goldstein 3.2670497894e-03   0
       TOINTPSP    1.0e-03       363     1  1.457372405389364e-08  goldstein  goldstein 3.0570030212e-03   0
       TOINTPSP    1.0e-04       472     1  8.844511501102466e-11  goldstein  goldstein 4.1990280151e-03   0
       TOINTPSP    1.0e+00        82     3  1.788400209612583e-10  goldstein      wolfe 1.0759830475e-03   0
       TOINTPSP    1.0e-01       161     2  6.202058364530450e-09  goldstein      wolfe 1.3389587402e-03   0
       TOINTPSP    1.0e-02       259     1  1.795217109831958e-07  goldstein      wolfe 1.8620491028e-03   0
       TOINTPSP    1.0e-03       363     1  1.457372405389364e-08  goldstein      wolfe 2.6929378510e-03   0
       TOINTPSP    1.0e-04       472     1  8.844511501102466e-11  goldstein      wolfe 3.0481815338e-03   0
       TOINTPSP    1.0e+00        77     2  2.929532674382749e-08      wolfe     armijo 1.4441013336e-03   0
       TOINTPSP    1.0e-01       178     2  1.795411471868995e-11      wolfe     armijo 2.7599334717e-03   0
       TOINTPSP    1.0e-02       337     1  6.282016006557596e-07      wolfe     armijo 4.7700405121e-03   0
       TOINTPSP    1.0e-03       500     1  2.313253471713798e-09      wolfe     armijo 6.5751075745e-03   0
       TOINTPSP    1.0e-04       670     1  5.546028401807391e-11      wolfe     armijo 1.0682106018e-02   0
       TOINTPSP    1.0e+00        77     2  2.929532674382749e-08      wolfe  goldstein 2.3150444031e-03   0
       TOINTPSP    1.0e-01       178     2  1.795411471868995e-11      wolfe  goldstein 3.7310123444e-03   0
       TOINTPSP    1.0e-02       337     1  6.282016006557596e-07      wolfe  goldstein 6.5951347351e-03   0
       TOINTPSP    1.0e-03       500     1  2.313253471713798e-09      wolfe  goldstein 7.3289871216e-03   0
       TOINTPSP    1.0e-04       670     1  5.546028401807391e-11      wolfe  goldstein 9.6158981323e-03   0
       TOINTPSP    1.0e+00        77     2  2.929532674382749e-08      wolfe      wolfe 1.4030933380e-03   0
       TOINTPSP    1.0e-01       178     2  1.795411471868995e-11      wolfe      wolfe 2.5970935822e-03   0
       TOINTPSP    1.0e-02       337     1  6.282016006557596e-07      wolfe      wolfe 4.5189857483e-03   0
       TOINTPSP    1.0e-03       500     1  2.313253471713798e-09      wolfe      wolfe 7.0321559906e-03   0
       TOINTPSP    1.0e-04       670     1  5.546028401807391e-11      wolfe      wolfe 9.8361968994e-03   0
